PGM_SYS_ID,ACTIVITY_ID,AGENCY_TYPE_DESC,STATE_CODE,AIR_LCON_CODE,COMP_DETERMINATION_UID,ENF_RESPONSE_POLICY_CODE,PROGRAM_CODES,PROGRAM_DESCS,POLLUTANT_CODES,POLLUTANT_DESCS,EARLIEST_FRV_DETERM_DATE,HPV_DAYZERO_DATE,HPV_RESOLVED_DATE,DSCV_PATHWAY_DATE,NFTC_PATHWAY_DATE
CT0000000900308899,3603697029,State,CT,,CT000A102337,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-20-2023,,,,
IL000119813AAI,3603596439,State,IL,,IL000AA-2022-00162,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000319 300000320,PARTICULATE MATTER < 10 UM PARTICULATE MATTER < 2.5 UM,02-08-2023,,,,05-09-2023
IN0000001803900097,3603489144,State,IN,,IN000A98533,FRV,CAATVP,Title V Permits,300000329,FACIL,01-25-2023,,,,
IN0000001803300043,3603672177,State,IN,,IN000A101809,HPV,CAATVP,Title V Permits,300000036,Mercury,05-22-2023,08-20-2023,,,
IN0000001801900008,3603553551,State,IN,,IN000A99607,HPV,CAAMACT,MACT Standards (40 CFR Part 63),300000036,Mercury,01-02-2023,01-02-2023,12-27-2024,,10-25-2024
IN0000001801900008,3603600032,State,IN,,IN000A100520,FRV,CAATVP,Title V Permits,5409,Total hazardous air pollutants,04-12-2023,,,,
IN0000001801900008,3603770579,State,IN,,IN000A103507,HPV,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),300000036,Mercury,04-28-2023,07-27-2023,12-27-2024,,10-25-2024
IN0000001817300007,3603672188,State,IN,,IN000A101811,HPV,CAAMACT,MACT Standards (40 CFR Part 63),300000036,Mercury,03-08-2023,06-06-2023,,,
IN0000001817300007,3604404026,State,IN,,IN000A127792,HPV,CAAMACT,MACT Standards (40 CFR Part 63),300000004,Fluoride,07-27-2023,07-27-2023,,,
IN0000001812700085,3603702814,State,IN,,IN000A102513,HPV,CAATVP,Title V Permits,300000018,Hydrochloric acid,05-25-2023,08-23-2023,,07-10-2023,
IN0000001812700085,3603865992,State,IN,,IN000A109802,HPV,CAATVP,Title V Permits,2092 300000018,HYDROGEN CHLORIDE Hydrochloric acid,12-13-2023,03-12-2024,,01-22-2024,
MA0000002511905127,3603488563,State,MA,,MA000A98519,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,01-31-2023,,03-27-2024,05-09-2022,
NC0000003704100421,3603591126,State,NC,,NC000A0000370410042100078,FRV,CAAGACTM,40 CFR Part 63 Area Sources,300000242,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),04-19-2023,,05-04-2023,,
NC0000003704100421,3603770021,State,NC,,NC000A0000370410042100081,FRV,CAAGACTM,40 CFR Part 63 Area Sources,300000242,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),04-19-2023,,12-13-2023,,
NJ0000003402300269,3603559817,State,NJ,,NJ000A99784,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,01-20-2023,,,,
NJ0000003402300269,3603751997,State,NJ,,NJ000A103263,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,09-20-2023,,,,
NJ0000003402300038,3604399670,State,NJ,,NJ000A127679,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,11-24-2023,,,,
NJ0000003402725201,3603901824,State,NJ,,NJ000A110955,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,12-12-2023,,,,
OK0000004012300003,3603781497,State,OK,,OK000A4012300003EC0012380,FRV,CAAMACT CAATVP,MACT Standards (40 CFR Part 63) Title V Permits,300000242 300000329,FACIL TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),09-27-2023,,02-06-2025,,
TNSHL0004715700475,3603547861,Local,TN,SHL,TNSHLA99511,HPV,CAATVP,Title V Permits,300000176,Hydrogen cyanide,04-25-2023,04-25-2023,05-18-2023,03-02-2023,03-20-2023
TNSHL0004715700475,3603753776,Local,TN,SHL,TNSHLA103320,HPV,CAATVP,Title V Permits,300000242,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),10-06-2023,10-06-2023,02-22-2024,10-06-2023,10-06-2023
TX0000004836100007,3603826303,State,TX,,TX000A0892341582023347001,FRV,CAATVP,Title V Permits,300000329,FACIL,11-30-2023,,04-14-2025,11-30-2023,
WI0000005507900017,3603546062,State,WI,,WI000A0000550790001700687,FRV,CAAPSD,Prevention of Significant Deterioration of Air Quality,10373,Particulate matter - PM10,02-01-2023,,,02-01-2023,02-23-2023
AR0000000513900012,3603846241,State,AR,,AR000A108232,HPV,CAATVP,Title V Permits,300000329,FACIL,06-26-2023,06-26-2023,06-04-2024,06-26-2023,09-26-2023
AL0000000110300026,3603597444,State,AL,,AL000A100437,FRV,CAAPSD,Prevention of Significant Deterioration of Air Quality,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),04-13-2023,,07-10-2023,01-30-2023,04-13-2023
AL0000000103300007,3603663775,State,AL,,AL000A101653,FRV,CAAMACT CAAPSD,MACT Standards (40 CFR Part 63) Prevention of Significant Deterioration of Air Quality,300000243 300000328,ADMIN VOLATILE ORGANIC COMPOUNDS (VOCS),06-08-2023,,02-26-2024,10-03-2022,06-08-2023
AL0000000103300007,3603784922,State,AL,,AL000A104064,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000328,ADMIN,10-02-2023,,12-08-2023,09-11-2023,10-03-2023
AK0000000201600009,3603834300,State,AK,,AK000A0000HPV7095,FRV,CAATVP,Title V Permits,,,12-20-2023,,,12-15-2023,12-21-2023
CASJV00006029S0036,3603640044,Local,CA,SJV,CASJVA2000000000000004761,HPV,CAATVP,Title V Permits,300000329,FACIL,04-26-2023,04-26-2023,02-18-2026,,05-15-2023
CASJV00006029S0036,3603725791,Local,CA,SJV,CASJVA2000000000000004894,HPV,CAATVP,Title V Permits,300000329,FACIL,06-20-2023,06-20-2023,12-27-2023,,07-03-2023
CASJV00006029S0036,3603884367,Local,CA,SJV,CASJVA2000000000000005081,HPV,CAATVP,Title V Permits,300000329,FACIL,09-06-2023,09-06-2023,02-18-2026,,09-12-2023
CASJV00006029S0036,3603894849,Local,CA,SJV,CASJVA2000000000000005106,HPV,CAATVP,Title V Permits,300000329,FACIL,08-04-2023,08-04-2023,07-18-2024,,09-15-2023
CASJV00006029S0036,3603894850,Local,CA,SJV,CASJVA2000000000000005105,HPV,CAATVP,Title V Permits,300000329,FACIL,08-28-2023,08-28-2023,,,09-15-2023
CO0000000804500229,3603838348,State,CO,,CO000A0000080450022900062,FRV,CAANSPS CAAPSD CAASIP CAATVP,New Source Performance Standards Prevention of Significant Deterioration of Air Quality State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,09-07-2023,,,06-09-2023,01-08-2024
CT0000000900900001,3603607971,State,CT,,CT000A100712,FRV,CAANSR CAASIP,New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),05-23-2023,,,,
CT0000000900900009,3603655841,State,CT,,CT000A101554,FRV,CAANSR,New Source Review Permit Requirements,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),03-22-2023,,,,
FL0000001205700008,3603644004,State,FL,,FL000A0000120570000800666,FRV,CAAMACT,MACT Standards (40 CFR Part 63),300000004,Fluoride,06-26-2023,,07-18-2023,06-29-2023,
FL0000001205700008,3603717179,State,FL,,FL000A0000120570000800668,FRV,CAATVP,Title V Permits,10461,Sulfur dioxide,08-16-2023,,10-10-2023,08-16-2023,
FL0000001210500059,3603657361,State,FL,,FL000A0000121050005959796,FRV,CAAPSD CAASIP CAATVP,Prevention of Significant Deterioration of Air Quality State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,7003,Particulate matter,07-17-2023,,01-16-2024,07-17-2023,
FL0000001205700320,3603815352,State,FL,,FL000A0000120570032000108,FRV,CAATVP,Title V Permits,300000329,FACIL,12-08-2023,,01-03-2024,12-08-2023,
GA0000001313900002,3603625121,State,GA,,GA000A0000131390000200254,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000236 300000322,TOTAL PARTICULATE MATTER VISIBLE EMISSIONS,04-28-2023,,07-03-2023,03-01-2023,04-28-2023
GA0000001327700012,3603693593,State,GA,,GA000A0000132770001200145,FRV,CAAMACT CAASIP CAATVP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),08-11-2023,,09-15-2023,05-25-2023,08-11-2023
GA0000001314900004,3603527083,State,GA,,GA000A0000131490000400158,FRV,CAAAR CAATVP,Acid Rain Deposition Control (CAA Title IV) Title V Permits,300000282,NITROGEN OXIDES,01-30-2023,,01-30-2023,11-21-2022,01-30-2023
IA0000001919300190,3603699695,State,IA,,IA000A102415,FRV,CAAPSD,Prevention of Significant Deterioration of Air Quality,10193,Carbon monoxide,08-30-2023,,07-26-2023,07-06-2023,07-26-2023
IA0000001919700005,3603721022,State,IA,,IA000A102834,FRV,CAAMACT CAAPSD CAATVP,MACT Standards (40 CFR Part 63) Prevention of Significant Deterioration of Air Quality Title V Permits,,,09-20-2023,,10-06-2023,09-05-2023,09-20-2023
IA0000001911100057,3603669833,State,IA,,IA000A101744,FRV,CAATVP,Title V Permits,,,08-01-2023,,07-18-2023,,08-01-2023
IA0000001913900025,3603704416,State,IA,,IA000A102540,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,7003 10373 200000481,Particulate Matter - PM2.5 Particulate matter Particulate matter - PM10,09-05-2023,,02-26-2024,06-19-2023,09-05-2023
IA0000001913900025,3603804468,State,IA,,IA000A105074,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,7003 10373 200000481,Particulate Matter - PM2.5 Particulate matter Particulate matter - PM10,12-05-2023,,04-10-2024,09-25-2023,12-05-2023
IA0000001913900055,3603539232,State,IA,,IA000A99407,FRV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000236,VISIBLE EMISSIONS,03-14-2023,,05-24-2023,,03-14-2023
IA0000001916300010,3603518445,State,IA,,IA000A98892,FRV,CAAMACT CAASIP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,2092 7003 300000018 300000282,HYDROGEN CHLORIDE Hydrochloric acid NITROGEN OXIDES Particulate matter,01-11-2023,,06-08-2023,10-12-2022,01-11-2023
IL000161807AAA,3603653209,State,IL,,IL000AA-2023-00095,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),06-30-2023,,11-14-2023,,07-25-2023
IL000031045AAJ,3603674935,State,IL,,IL000AA-2023-00110,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000319 300000320,PARTICULATE MATTER < 10 UM PARTICULATE MATTER < 2.5 UM,07-06-2023,,09-23-2024,,08-07-2023
IL000197800AAE,3603653207,State,IL,,IL000AA-2023-00092,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000242,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),07-30-2023,,,,
IL000197800AAE,3603934459,State,IL,,IL000AA-2024-00034,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000243 300000329,FACIL VOLATILE ORGANIC COMPOUNDS (VOCS),12-31-2023,,09-03-2024,,03-26-2024
IL000031069AAI,3603762049,State,IL,,IL000AA-2023-00176,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,07-30-2023,,04-18-2024,,10-30-2023
IL000031003ABA,3603808933,State,IL,,IL000AA-2023-00213,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,10-26-2023,,05-22-2024,,12-20-2023
IL000033808AAB,3603779717,State,IL,,IL000AA-2023-00184,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,08-23-2023,,06-04-2024,,11-21-2023
IL000091804AAB,3603531605,State,IL,,IL000AA-2023-00016,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),02-15-2023,,01-28-2025,,03-14-2023
IL000091804AAB,3603640421,State,IL,,IL000AA-2023-00090,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),06-04-2023,,,,07-18-2023
IL000097809AAG,3603653206,State,IL,,IL000AA-2023-00039,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),05-01-2023,,,,07-24-2023
IL000099825AAG,3603736497,State,IL,,IL000AA-2023-00166,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000319 300000320 300000329,FACIL PARTICULATE MATTER < 10 UM PARTICULATE MATTER < 2.5 UM,07-27-2023,,04-19-2024,,10-23-2023
IL000055070AAU,3603596441,State,IL,,IL000AA-2023-00049,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,03-13-2023,,,,06-07-2023
IL000123803AAJ,3603616030,State,IL,,IL000AA-2023-00069,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000242 300000243,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS) VOLATILE ORGANIC COMPOUNDS (VOCS),05-26-2023,,,,06-30-2023
IL000093808AAD,3603661466,State,IL,,IL000AA-2023-00107,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000005,NITROGEN OXIDES NO2,05-01-2023,,01-23-2024,,07-25-2023
IN0000001800100005,3603770213,State,IN,,IN000A103502,FRV,CAATVP,Title V Permits,300000329,FACIL,05-30-2023,,07-11-2024,,04-15-2024
IN0000001802300011,3603857022,State,IN,,IN000A109014,FRV,CAATVP,Title V Permits,300000329,FACIL,10-25-2023,,,,
IN0000001802900007,3603833936,State,IN,,IN000A107195,FRV,CAATVP,Title V Permits,300000329,FACIL,01-31-2023,,,,01-02-2026
IN0000001808900316,3603609980,State,IN,,IN000A100734,FRV,CAATVP,Title V Permits,10373,Particulate matter - PM10,02-01-2023,,02-14-2024,,11-01-2023
IN0000001808900316,3603804963,State,IN,,IN000A105132,FRV,CAATVP,Title V Permits,10373,Particulate matter - PM10,07-28-2023,,,,
IN0000001808900316,3603864730,State,IN,,IN000A109690,FRV,CAATVP,Title V Permits,10373,Particulate matter - PM10,10-30-2023,,,,
IN0000001808900201,3603520457,State,IN,,IN000A98976,FRV,CAATVP,Title V Permits,10494,Volatile organic compounds,02-10-2023,,,,
IN0000001808900203,3603982827,State,IN,,IN000A115553,FRV,CAATVP,Title V Permits,300000322,TOTAL PARTICULATE MATTER,07-19-2023,,,,
IN0000001808900203,3604376230,State,IN,,IN000A127354,HPV,CAATVP,Title V Permits,300000005,NITROGEN OXIDES NO2,10-10-2023,10-10-2023,,,
IN0000001809100021,3603721505,State,IN,,IN000A102838,FRV,CAATVP,Title V Permits,7003 300000036 300000242,Mercury Particulate matter TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),07-11-2023,,,,
IN0000001809100021,3604376482,State,IN,,IN000A127362,HPV,CAATVP,Title V Permits,300000329,FACIL,10-30-2023,10-30-2023,,,
IN0000001809500012,3603706939,State,IN,,IN000A102587,FRV,CAATVP,Title V Permits,300000329,FACIL,07-05-2023,,,,
IN0000001809500012,3603921463,State,IN,,IN000A111212,HPV,CAATVP,Title V Permits,10373,Particulate matter - PM10,04-28-2023,06-13-2024,,,
IN0000001812700001,3603577210,State,IN,,IN000A100120,FRV,CAATVP,Title V Permits,7003 10373 200000481,Particulate Matter - PM2.5 Particulate matter Particulate matter - PM10,04-17-2023,,,,
IN0000001812700001,3603722759,State,IN,,IN000A102857,FRV,CAATVP,Title V Permits,300000322,TOTAL PARTICULATE MATTER,07-31-2023,,,,
IN0000001812700001,3603805822,State,IN,,IN000A105133,FRV,CAATVP,Title V Permits,300000236,VISIBLE EMISSIONS,10-30-2023,,,,
IN0000001812900002,3603814981,State,IN,,IN000A105858,FRV,CAATVP,Title V Permits,7003,Particulate matter,03-17-2023,,,,
IN0000001812900002,3604219874,State,IN,,IN000A124812,FRV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),04-28-2023,,,,
IN0000001817300001,3603533800,State,IN,,IN000A99292,FRV,CAATVP,Title V Permits,300000329,FACIL,02-02-2023,,,,
IN0000001817300001,3603554259,State,IN,,IN000A99612,FRV,CAATVP,Title V Permits,7003,Particulate matter,03-27-2023,,,,
IN0000001817300001,3603721537,State,IN,,IN000A102842,FRV,CAATVP,Title V Permits,300000242,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),07-17-2023,,,,
IN0000001817300001,3603849304,State,IN,,IN000A108452,FRV,CAATVP,Title V Permits,300000329,FACIL,11-15-2023,,,,
IN0000001808900121,3603612143,State,IN,,IN000A100781,FRV,CAATVP,Title V Permits,7003,Particulate matter,04-27-2023,,,,
IN0000001808900121,3603759313,State,IN,,IN000A103402,FRV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),01-21-2023,,07-01-2024,,
IN0000001808900121,3604376525,State,IN,,IN000A127374,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),10-30-2023,10-30-2023,,,
IN0000001808900121,3604711488,State,IN,,IN000A132577,FRV,CAATVP,Title V Permits,300000236 300000322,TOTAL PARTICULATE MATTER VISIBLE EMISSIONS,07-23-2023,,,,
IN0000001808900121,3604711490,State,IN,,IN000A132578,FRV,CAATVP,Title V Permits,300000322,TOTAL PARTICULATE MATTER,10-30-2023,,,,
IN0000001814500001,3603680060,State,IN,,IN000A101981,FRV,CAATVP,Title V Permits,300000322,TOTAL PARTICULATE MATTER,05-31-2023,,,,
IN0000001809700259,3603671386,State,IN,,IN000A101800,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,10193 10358,Carbon monoxide Nitrogen oxides,06-20-2023,,,,
IN0000001809700311,3603629233,State,IN,,IN000A101059,FRV,CAATVP,Title V Permits,7003 300000243,Particulate matter VOLATILE ORGANIC COMPOUNDS (VOCS),05-31-2023,,,,
IN0000001809700311,3604426189,State,IN,,IN000A128097,FRV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),07-03-2023,,06-05-2025,,
IN0000001808900453,3603586690,State,IN,,IN000A100264,FRV,CAATVP,Title V Permits,300000329,FACIL,01-30-2023,,06-20-2025,,04-21-2025
IN0000001808900453,3603652077,State,IN,,IN000A101428,FRV,CAATVP,Title V Permits,300000329,FACIL,04-30-2023,,,,
IN0000001808900453,3603770201,State,IN,,IN000A103501,FRV,CAATVP,Title V Permits,10461,Sulfur dioxide,07-30-2023,,,,
KS0000002017300023,3603623350,State,KS,,KS000ARPT000352,HPV,CAATVP,Title V Permits,,,01-13-2023,01-13-2023,05-05-2023,05-05-2023,
KS0000002020900001,3603753669,State,KS,,KS000ARPT000390,FRV,CAATVP,Title V Permits,,,09-01-2023,,,09-01-2023,09-01-2023
KS0000002017300165,3603623356,State,KS,,KS000ARPT000372,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,04-01-2023,,,04-01-2023,05-19-2023
KYJFC0002111100011,3603577059,Local,KY,JFC,KYJFCA100113,HPV,CAAMACT CAATVP,MACT Standards (40 CFR Part 63) Title V Permits,2092 10461 300000236,HYDROGEN CHLORIDE Sulfur dioxide VISIBLE EMISSIONS,02-10-2023,04-12-2023,04-01-2024,03-24-2023,04-26-2023
KYJFC0002111100002,3603651037,Local,KY,JFC,KYJFCA101412,FRV,CAATVP,Title V Permits,,,05-31-2023,,06-13-2024,11-21-2022,02-05-2024
MA0000002511901181,3604647840,State,MA,,MA000A131637,HPV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),07-28-2023,07-28-2023,06-27-2024,07-28-2023,
MD0000002451002975,3603741756,State,MD,,MD000A103096,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,2092 10193,Carbon monoxide HYDROGEN CHLORIDE,09-13-2023,09-13-2023,,09-06-2023,09-13-2023
MD0000002451002975,3603799967,State,MD,,MD000A104933,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,2092 10193,Carbon monoxide HYDROGEN CHLORIDE,11-15-2023,11-15-2023,,11-15-2023,11-15-2023
MD0000002400900021,3603631561,State,MD,,MD000A101116,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,7003,Particulate matter,06-15-2023,06-15-2023,02-20-2024,05-05-2023,06-15-2023
MI00000000000B1477,3603525099,State,MI,,MI000AB1477CF0000075563,FRV,CAAMACT CAASIP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,02-21-2023,,,,02-21-2023
MI00000000000B1493,3603593008,State,MI,,MI000AB1493CF0000076230,HPV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-07-2023,10-12-2023,,09-19-2022,03-07-2023
MI00000000000B1493,3603794844,State,MI,,MI000AB1493CF0000077651,HPV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000005,NITROGEN OXIDES NO2,06-26-2023,10-12-2023,,09-15-2023,06-26-2023
MI00000000000B2873,3603533240,State,MI,,MI000AB2873CF0000075686,HPV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,02-28-2023,02-28-2023,,,02-28-2023
MI00000000000B2873,3603593007,State,MI,,MI000AB2873CF0000075794,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,03-14-2023,,,,03-14-2023
MI00000000000B2873,3603794845,State,MI,,MI000AB2873CF0000077627,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,10-31-2023,,,,10-31-2023
MI00000000000B3610,3603646274,State,MI,,MI000AB3610CF0000076721,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,06-15-2023,,,,06-15-2023
MI00000000000A6220,3603675330,State,MI,,MI000AA6220CF0000076917,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,07-18-2023,,,,07-18-2023
MI00000000000A6220,3603771641,State,MI,,MI000AA6220CF0000077607,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,10-23-2023,,,,10-23-2023
MI00000000000B2875,3603525095,State,MI,,MI000AB2875CF0000075387,FRV,CAANSR CAASIP,New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,01-25-2023,,,,01-25-2023
MI00000000000B2875,3603593014,State,MI,,MI000AB2875CF0000076008,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,03-20-2023,,,,03-20-2023
MI00000000000B2875,3603593017,State,MI,,MI000AB2875CF0000076215,HPV,CAANSR CAASIP,New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-08-2023,10-12-2023,,,03-08-2023
MI00000000000B2875,3603708117,State,MI,,MI000AB2875CF0000077167,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,08-21-2023,,,,08-21-2023
MI00000000000B2875,3604491758,State,MI,,MI000A0B28750YPHA4V6KPV6X,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,11-01-2023,,,,
MI00000000000A9831,3603593011,State,MI,,MI000AA9831CF0000075888,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-15-2023,,,,03-15-2023
MI00000000000N5957,3603593028,State,MI,,MI000AN5957CF0000076349,FRV,CAAMACT CAANSR CAASIP,MACT Standards (40 CFR Part 63) New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000322,TOTAL PARTICULATE MATTER,04-06-2023,,,,04-06-2023
MI00000000000N5957,3603752495,State,MI,,MI000AN5957CF0000077577,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,10-13-2023,,,,10-13-2023
MI00000000000N5957,3603794840,State,MI,,MI000AN5957CF0000077597,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,10-19-2023,,,,10-19-2023
MN0000002708300038,3604062314,State,MN,,MN000A00001161PEN20242,HPV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,10373 200000481 300000322,Particulate Matter - PM2.5 Particulate matter - PM10 TOTAL PARTICULATE MATTER,08-28-2023,08-28-2023,08-05-2024,08-28-2023,
MO0000002907100003,3603707052,State,MO,,MO000A102607,FRV,CAAMACT CAATVP,MACT Standards (40 CFR Part 63) Title V Permits,300000036,Mercury,08-14-2023,,04-08-2024,,08-14-2023
MO0000002912500001,3603812205,State,MO,,MO000A105573,FRV,CAATVP,Title V Permits,,,10-26-2023,,01-14-2026,10-26-2023,12-08-2023
MO0000002914300008,3603606248,State,MO,,MO000A100692,FRV,CAAMACT CAATVP,MACT Standards (40 CFR Part 63) Title V Permits,,,05-11-2023,,,03-28-2023,05-11-2023
MO0000002914300008,3603808460,State,MO,,MO000A105332,FRV,CAATVP,Title V Permits,300000004 300000321 300000327,Fluoride POLYCYCLIC ORGANIC MATTER Primary PM10 (filterables and condensibles),11-11-2023,,,11-11-2023,12-06-2023
MO0000002914300008,3603808462,State,MO,,MO000A105333,FRV,CAATVP,Title V Permits,300000004 300000321 300000327,Fluoride POLYCYCLIC ORGANIC MATTER Primary PM10 (filterables and condensibles),11-29-2023,,,11-29-2023,11-29-2023
MO0000002916500007,3603577374,State,MO,,MO000A100121,FRV,CAAMACT,MACT Standards (40 CFR Part 63),,,04-19-2023,,04-19-2023,01-26-2023,04-19-2023
MO0000002917300001,3604296462,State,MO,,MO000A126143,HPV,CAANESH CAATVP,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) Title V Permits,320002801,PM (filterables),07-12-2023,07-12-2023,09-17-2025,07-31-2023,10-06-2023
MO0000002920100017,3603750197,State,MO,,MO000A103243,FRV,CAAMACT CAATVP,MACT Standards (40 CFR Part 63) Title V Permits,,,08-22-2023,,09-25-2023,08-22-2023,09-25-2023
